DateKey,FullDateAlternateKey,DayNumberOfWeek,EnglishDayNameOfWeek,DayNumberOfMonth,DayNumberOfYear,WeekNumberOfYear,EnglishMonthName,MonthNumberOfYear,CalendarQuarter,CalendarYear,CalendarSemester,FiscalQuarter,FiscalYear,FiscalSemester
20080806,2008-08-06,4,Wednesday,6,219,32,August,8,3,2008,2,1,2009,1
20080807,2008-08-07,5,Thursday,7,220,32,August,8,3,2008,2,1,2009,1
20080808,2008-08-08,6,Friday,8,221,32,August,8,3,2008,2,1,2009,1
20080809,2008-08-09,7,Saturday,9,222,32,August,8,3,2008,2,1,2009,1
20080810,2008-08-10,1,Sunday,10,223,33,August,8,3,2008,2,1,2009,1
20080811,2008-08-11,2,Monday,11,224,33,August,8,3,2008,2,1,2009,1
20080812,2008-08-12,3,Tuesday,12,225,33,August,8,3,2008,2,1,2009,1
20080813,2008-08-13,4,Wednesday,13,226,33,August,8,3,2008,2,1,2009,1
20080814,2008-08-14,5,Thursday,14,227,33,August,8,3,2008,2,1,2009,1
20080815,2008-08-15,6,Friday,15,228,33,August,8,3,2008,2,1,2009,1
20080816,2008-08-16,7,Saturday,16,229,33,August,8,3,2008,2,1,2009,1
20080817,2008-08-17,1,Sunday,17,230,34,August,8,3,2008,2,1,2009,1
20080818,2008-08-18,2,Monday,18,231,34,August,8,3,2008,2,1,2009,1
20080819,2008-08-19,3,Tuesday,19,232,34,August,8,3,2008,2,1,2009,1
20080820,2008-08-20,4,Wednesday,20,233,34,August,8,3,2008,2,1,2009,1
20080821,2008-08-21,5,Thursday,21,234,34,August,8,3,2008,2,1,2009,1
20080822,2008-08-22,6,Friday,22,235,34,August,8,3,2008,2,1,2009,1
20080823,2008-08-23,7,Saturday,23,236,34,August,8,3,2008,2,1,2009,1
20080824,2008-08-24,1,Sunday,24,237,35,August,8,3,2008,2,1,2009,1
20080825,2008-08-25,2,Monday,25,238,35,August,8,3,2008,2,1,2009,1
20080826,2008-08-26,3,Tuesday,26,239,35,August,8,3,2008,2,1,2009,1
20080827,2008-08-27,4,Wednesday,27,240,35,August,8,3,2008,2,1,2009,1
20080828,2008-08-28,5,Thursday,28,241,35,August,8,3,2008,2,1,2009,1
20080829,2008-08-29,6,Friday,29,242,35,August,8,3,2008,2,1,2009,1
20080830,2008-08-30,7,Saturday,30,243,35,August,8,3,2008,2,1,2009,1
20080831,2008-08-31,1,Sunday,31,244,36,August,8,3,2008,2,1,2009,1
20080901,2008-09-01,2,Monday,1,245,36,September,9,3,2008,2,1,2009,1
20080902,2008-09-02,3,Tuesday,2,246,36,September,9,3,2008,2,1,2009,1
20080903,2008-09-03,4,Wednesday,3,247,36,September,9,3,2008,2,1,2009,1
20080904,2008-09-04,5,Thursday,4,248,36,September,9,3,2008,2,1,2009,1
20080905,2008-09-05,6,Friday,5,249,36,September,9,3,2008,2,1,2009,1
20080906,2008-09-06,7,Saturday,6,250,36,September,9,3,2008,2,1,2009,1
20080907,2008-09-07,1,Sunday,7,251,37,September,9,3,2008,2,1,2009,1
20080908,2008-09-08,2,Monday,8,252,37,September,9,3,2008,2,1,2009,1
20080909,2008-09-09,3,Tuesday,9,253,37,September,9,3,2008,2,1,2009,1
20080910,2008-09-10,4,Wednesday,10,254,37,September,9,3,2008,2,1,2009,1
20080911,2008-09-11,5,Thursday,11,255,37,September,9,3,2008,2,1,2009,1
20080912,2008-09-12,6,Friday,12,256,37,September,9,3,2008,2,1,2009,1
20080913,2008-09-13,7,Saturday,13,257,37,September,9,3,2008,2,1,2009,1
20080914,2008-09-14,1,Sunday,14,258,38,September,9,3,2008,2,1,2009,1
20080915,2008-09-15,2,Monday,15,259,38,September,9,3,2008,2,1,2009,1
20080916,2008-09-16,3,Tuesday,16,260,38,September,9,3,2008,2,1,2009,1
20080917,2008-09-17,4,Wednesday,17,261,38,September,9,3,2008,2,1,2009,1
20080918,2008-09-18,5,Thursday,18,262,38,September,9,3,2008,2,1,2009,1
20080919,2008-09-19,6,Friday,19,263,38,September,9,3,2008,2,1,2009,1
20080920,2008-09-20,7,Saturday,20,264,38,September,9,3,2008,2,1,2009,1
20080921,2008-09-21,1,Sunday,21,265,39,September,9,3,2008,2,1,2009,1
20080922,2008-09-22,2,Monday,22,266,39,September,9,3,2008,2,1,2009,1
20080923,2008-09-23,3,Tuesday,23,267,39,September,9,3,2008,2,1,2009,1
20080924,2008-09-24,4,Wednesday,24,268,39,September,9,3,2008,2,1,2009,1
20080925,2008-09-25,5,Thursday,25,269,39,September,9,3,2008,2,1,2009,1
20080926,2008-09-26,6,Friday,26,270,39,September,9,3,2008,2,1,2009,1
20080927,2008-09-27,7,Saturday,27,271,39,September,9,3,2008,2,1,2009,1
20080928,2008-09-28,1,Sunday,28,272,40,September,9,3,2008,2,1,2009,1
20080929,2008-09-29,2,Monday,29,273,40,September,9,3,2008,2,1,2009,1
20080930,2008-09-30,3,Tuesday,30,274,40,September,9,3,2008,2,1,2009,1
20081001,2008-10-01,4,Wednesday,1,275,40,October,10,4,2008,2,2,2009,1
20081002,2008-10-02,5,Thursday,2,276,40,October,10,4,2008,2,2,2009,1
20081003,2008-10-03,6,Friday,3,277,40,October,10,4,2008,2,2,2009,1
20081004,2008-10-04,7,Saturday,4,278,40,October,10,4,2008,2,2,2009,1
20081005,2008-10-05,1,Sunday,5,279,41,October,10,4,2008,2,2,2009,1
20081006,2008-10-06,2,Monday,6,280,41,October,10,4,2008,2,2,2009,1
20081007,2008-10-07,3,Tuesday,7,281,41,October,10,4,2008,2,2,2009,1
20081008,2008-10-08,4,Wednesday,8,282,41,October,10,4,2008,2,2,2009,1
20081009,2008-10-09,5,Thursday,9,283,41,October,10,4,2008,2,2,2009,1
20081010,2008-10-10,6,Friday,10,284,41,October,10,4,2008,2,2,2009,1
20081011,2008-10-11,7,Saturday,11,285,41,October,10,4,2008,2,2,2009,1
20081012,2008-10-12,1,Sunday,12,286,42,October,10,4,2008,2,2,2009,1
20081013,2008-10-13,2,Monday,13,287,42,October,10,4,2008,2,2,2009,1
20081014,2008-10-14,3,Tuesday,14,288,42,October,10,4,2008,2,2,2009,1
20081015,2008-10-15,4,Wednesday,15,289,42,October,10,4,2008,2,2,2009,1
20081016,2008-10-16,5,Thursday,16,290,42,October,10,4,2008,2,2,2009,1
20081017,2008-10-17,6,Friday,17,291,42,October,10,4,2008,2,2,2009,1
20081018,2008-10-18,7,Saturday,18,292,42,October,10,4,2008,2,2,2009,1
20081019,2008-10-19,1,Sunday,19,293,43,October,10,4,2008,2,2,2009,1
20081020,2008-10-20,2,Monday,20,294,43,October,10,4,2008,2,2,2009,1
20081021,2008-10-21,3,Tuesday,21,295,43,October,10,4,2008,2,2,2009,1
20081022,2008-10-22,4,Wednesday,22,296,43,October,10,4,2008,2,2,2009,1
20081023,2008-10-23,5,Thursday,23,297,43,October,10,4,2008,2,2,2009,1
20081024,2008-10-24,6,Friday,24,298,43,October,10,4,2008,2,2,2009,1
20081025,2008-10-25,7,Saturday,25,299,43,October,10,4,2008,2,2,2009,1
20081026,2008-10-26,1,Sunday,26,300,44,October,10,4,2008,2,2,2009,1
20081027,2008-10-27,2,Monday,27,301,44,October,10,4,2008,2,2,2009,1
20081028,2008-10-28,3,Tuesday,28,302,44,October,10,4,2008,2,2,2009,1
20081029,2008-10-29,4,Wednesday,29,303,44,October,10,4,2008,2,2,2009,1
20081030,2008-10-30,5,Thursday,30,304,44,October,10,4,2008,2,2,2009,1
20081031,2008-10-31,6,Friday,31,305,44,October,10,4,2008,2,2,2009,1
20081101,2008-11-01,7,Saturday,1,306,44,November,11,4,2008,2,2,2009,1
20081102,2008-11-02,1,Sunday,2,307,45,November,11,4,2008,2,2,2009,1
20081103,2008-11-03,2,Monday,3,308,45,November,11,4,2008,2,2,2009,1
20081104,2008-11-04,3,Tuesday,4,309,45,November,11,4,2008,2,2,2009,1
20081105,2008-11-05,4,Wednesday,5,310,45,November,11,4,2008,2,2,2009,1
20081106,2008-11-06,5,Thursday,6,311,45,November,11,4,2008,2,2,2009,1
20081107,2008-11-07,6,Friday,7,312,45,November,11,4,2008,2,2,2009,1
20081108,2008-11-08,7,Saturday,8,313,45,November,11,4,2008,2,2,2009,1
20081109,2008-11-09,1,Sunday,9,314,46,November,11,4,2008,2,2,2009,1
20081110,2008-11-10,2,Monday,10,315,46,November,11,4,2008,2,2,2009,1
20081111,2008-11-11,3,Tuesday,11,316,46,November,11,4,2008,2,2,2009,1
20081112,2008-11-12,4,Wednesday,12,317,46,November,11,4,2008,2,2,2009,1
20081113,2008-11-13,5,Thursday,13,318,46,November,11,4,2008,2,2,2009,1
20081114,2008-11-14,6,Friday,14,319,46,November,11,4,2008,2,2,2009,1
20081115,2008-11-15,7,Saturday,15,320,46,November,11,4,2008,2,2,2009,1
20081116,2008-11-16,1,Sunday,16,321,47,November,11,4,2008,2,2,2009,1
20081117,2008-11-17,2,Monday,17,322,47,November,11,4,2008,2,2,2009,1
20081118,2008-11-18,3,Tuesday,18,323,47,November,11,4,2008,2,2,2009,1
20081119,2008-11-19,4,Wednesday,19,324,47,November,11,4,2008,2,2,2009,1
20081120,2008-11-20,5,Thursday,20,325,47,November,11,4,2008,2,2,2009,1
20081121,2008-11-21,6,Friday,21,326,47,November,11,4,2008,2,2,2009,1
20081122,2008-11-22,7,Saturday,22,327,47,November,11,4,2008,2,2,2009,1
20081123,2008-11-23,1,Sunday,23,328,48,November,11,4,2008,2,2,2009,1
20081124,2008-11-24,2,Monday,24,329,48,November,11,4,2008,2,2,2009,1
20081125,2008-11-25,3,Tuesday,25,330,48,November,11,4,2008,2,2,2009,1
20081126,2008-11-26,4,Wednesday,26,331,48,November,11,4,2008,2,2,2009,1
20081127,2008-11-27,5,Thursday,27,332,48,November,11,4,2008,2,2,2009,1
20081128,2008-11-28,6,Friday,28,333,48,November,11,4,2008,2,2,2009,1
20081129,2008-11-29,7,Saturday,29,334,48,November,11,4,2008,2,2,2009,1
20081130,2008-11-30,1,Sunday,30,335,49,November,11,4,2008,2,2,2009,1
20081201,2008-12-01,2,Monday,1,336,49,December,12,4,2008,2,2,2009,1
20081202,2008-12-02,3,Tuesday,2,337,49,December,12,4,2008,2,2,2009,1
20081203,2008-12-03,4,Wednesday,3,338,49,December,12,4,2008,2,2,2009,1
20081204,2008-12-04,5,Thursday,4,339,49,December,12,4,2008,2,2,2009,1
20081205,2008-12-05,6,Friday,5,340,49,December,12,4,2008,2,2,2009,1
20081206,2008-12-06,7,Saturday,6,341,49,December,12,4,2008,2,2,2009,1
20081207,2008-12-07,1,Sunday,7,342,50,December,12,4,2008,2,2,2009,1
20081208,2008-12-08,2,Monday,8,343,50,December,12,4,2008,2,2,2009,1
20081209,2008-12-09,3,Tuesday,9,344,50,December,12,4,2008,2,2,2009,1
20081210,2008-12-10,4,Wednesday,10,345,50,December,12,4,2008,2,2,2009,1
20081211,2008-12-11,5,Thursday,11,346,50,December,12,4,2008,2,2,2009,1
20081212,2008-12-12,6,Friday,12,347,50,December,12,4,2008,2,2,2009,1
20081213,2008-12-13,7,Saturday,13,348,50,December,12,4,2008,2,2,2009,1
20081214,2008-12-14,1,Sunday,14,349,51,December,12,4,2008,2,2,2009,1
20081215,2008-12-15,2,Monday,15,350,51,December,12,4,2008,2,2,2009,1
20081216,2008-12-16,3,Tuesday,16,351,51,December,12,4,2008,2,2,2009,1
20081217,2008-12-17,4,Wednesday,17,352,51,December,12,4,2008,2,2,2009,1
20081218,2008-12-18,5,Thursday,18,353,51,December,12,4,2008,2,2,2009,1
20081219,2008-12-19,6,Friday,19,354,51,December,12,4,2008,2,2,2009,1
20081220,2008-12-20,7,Saturday,20,355,51,December,12,4,2008,2,2,2009,1
20081221,2008-12-21,1,Sunday,21,356,52,December,12,4,2008,2,2,2009,1
20081222,2008-12-22,2,Monday,22,357,52,December,12,4,2008,2,2,2009,1
20081223,2008-12-23,3,Tuesday,23,358,52,December,12,4,2008,2,2,2009,1
20081224,2008-12-24,4,Wednesday,24,359,52,December,12,4,2008,2,2,2009,1
20081225,2008-12-25,5,Thursday,25,360,52,December,12,4,2008,2,2,2009,1
20081226,2008-12-26,6,Friday,26,361,52,December,12,4,2008,2,2,2009,1
20081227,2008-12-27,7,Saturday,27,362,52,December,12,4,2008,2,2,2009,1
20081228,2008-12-28,1,Sunday,28,363,53,December,12,4,2008,2,2,2009,1
20081229,2008-12-29,2,Monday,29,364,53,December,12,4,2008,2,2,2009,1
20081230,2008-12-30,3,Tuesday,30,365,53,December,12,4,2008,2,2,2009,1
20081231,2008-12-31,4,Wednesday,31,366,53,December,12,4,2008,2,2,2009,1
20090101,2009-01-01,5,Thursday,1,1,1,January,1,1,2009,1,3,2009,2
20090102,2009-01-02,6,Friday,2,2,1,January,1,1,2009,1,3,2009,2
20090103,2009-01-03,7,Saturday,3,3,1,January,1,1,2009,1,3,2009,2
20090104,2009-01-04,1,Sunday,4,4,2,January,1,1,2009,1,3,2009,2
20090105,2009-01-05,2,Monday,5,5,2,January,1,1,2009,1,3,2009,2
20090106,2009-01-06,3,Tuesday,6,6,2,January,1,1,2009,1,3,2009,2
20090107,2009-01-07,4,Wednesday,7,7,2,January,1,1,2009,1,3,2009,2
20090108,2009-01-08,5,Thursday,8,8,2,January,1,1,2009,1,3,2009,2
20090109,2009-01-09,6,Friday,9,9,2,January,1,1,2009,1,3,2009,2
20090110,2009-01-10,7,Saturday,10,10,2,January,1,1,2009,1,3,2009,2
20090111,2009-01-11,1,Sunday,11,11,3,January,1,1,2009,1,3,2009,2
20090112,2009-01-12,2,Monday,12,12,3,January,1,1,2009,1,3,2009,2
20090113,2009-01-13,3,Tuesday,13,13,3,January,1,1,2009,1,3,2009,2
20090114,2009-01-14,4,Wednesday,14,14,3,January,1,1,2009,1,3,2009,2
20090115,2009-01-15,5,Thursday,15,15,3,January,1,1,2009,1,3,2009,2
20090116,2009-01-16,6,Friday,16,16,3,January,1,1,2009,1,3,2009,2
20090117,2009-01-17,7,Saturday,17,17,3,January,1,1,2009,1,3,2009,2
20090118,2009-01-18,1,Sunday,18,18,4,January,1,1,2009,1,3,2009,2
20090119,2009-01-19,2,Monday,19,19,4,January,1,1,2009,1,3,2009,2
20090120,2009-01-20,3,Tuesday,20,20,4,January,1,1,2009,1,3,2009,2
20090121,2009-01-21,4,Wednesday,21,21,4,January,1,1,2009,1,3,2009,2
20090122,2009-01-22,5,Thursday,22,22,4,January,1,1,2009,1,3,2009,2
20090123,2009-01-23,6,Friday,23,23,4,January,1,1,2009,1,3,2009,2
20090124,2009-01-24,7,Saturday,24,24,4,January,1,1,2009,1,3,2009,2
20090125,2009-01-25,1,Sunday,25,25,5,January,1,1,2009,1,3,2009,2
20090126,2009-01-26,2,Monday,26,26,5,January,1,1,2009,1,3,2009,2
20090127,2009-01-27,3,Tuesday,27,27,5,January,1,1,2009,1,3,2009,2
20090128,2009-01-28,4,Wednesday,28,28,5,January,1,1,2009,1,3,2009,2
20090129,2009-01-29,5,Thursday,29,29,5,January,1,1,2009,1,3,2009,2
20090130,2009-01-30,6,Friday,30,30,5,January,1,1,2009,1,3,2009,2
20090131,2009-01-31,7,Saturday,31,31,5,January,1,1,2009,1,3,2009,2
20090201,2009-02-01,1,Sunday,1,32,6,February,2,1,2009,1,3,2009,2
20090202,2009-02-02,2,Monday,2,33,6,February,2,1,2009,1,3,2009,2
20090203,2009-02-03,3,Tuesday,3,34,6,February,2,1,2009,1,3,2009,2
20090204,2009-02-04,4,Wednesday,4,35,6,February,2,1,2009,1,3,2009,2
20090205,2009-02-05,5,Thursday,5,36,6,February,2,1,2009,1,3,2009,2
20090206,2009-02-06,6,Friday,6,37,6,February,2,1,2009,1,3,2009,2
20090207,2009-02-07,7,Saturday,7,38,6,February,2,1,2009,1,3,2009,2
20090208,2009-02-08,1,Sunday,8,39,7,February,2,1,2009,1,3,2009,2
20090209,2009-02-09,2,Monday,9,40,7,February,2,1,2009,1,3,2009,2
20090210,2009-02-10,3,Tuesday,10,41,7,February,2,1,2009,1,3,2009,2
20090211,2009-02-11,4,Wednesday,11,42,7,February,2,1,2009,1,3,2009,2
20090212,2009-02-12,5,Thursday,12,43,7,February,2,1,2009,1,3,2009,2
20090213,2009-02-13,6,Friday,13,44,7,February,2,1,2009,1,3,2009,2
20090214,2009-02-14,7,Saturday,14,45,7,February,2,1,2009,1,3,2009,2
20090215,2009-02-15,1,Sunday,15,46,8,February,2,1,2009,1,3,2009,2
20090216,2009-02-16,2,Monday,16,47,8,February,2,1,2009,1,3,2009,2
20090217,2009-02-17,3,Tuesday,17,48,8,February,2,1,2009,1,3,2009,2
20090218,2009-02-18,4,Wednesday,18,49,8,February,2,1,2009,1,3,2009,2
20090219,2009-02-19,5,Thursday,19,50,8,February,2,1,2009,1,3,2009,2
20090220,2009-02-20,6,Friday,20,51,8,February,2,1,2009,1,3,2009,2
20090221,2009-02-21,7,Saturday,21,52,8,February,2,1,2009,1,3,2009,2
20090222,2009-02-22,1,Sunday,22,53,9,February,2,1,2009,1,3,2009,2
20090223,2009-02-23,2,Monday,23,54,9,February,2,1,2009,1,3,2009,2
20090224,2009-02-24,3,Tuesday,24,55,9,February,2,1,2009,1,3,2009,2
20090225,2009-02-25,4,Wednesday,25,56,9,February,2,1,2009,1,3,2009,2
20090226,2009-02-26,5,Thursday,26,57,9,February,2,1,2009,1,3,2009,2
20090227,2009-02-27,6,Friday,27,58,9,February,2,1,2009,1,3,2009,2
20090228,2009-02-28,7,Saturday,28,59,9,February,2,1,2009,1,3,2009,2
20090301,2009-03-01,1,Sunday,1,60,10,March,3,1,2009,1,3,2009,2
20090302,2009-03-02,2,Monday,2,61,10,March,3,1,2009,1,3,2009,2
20090303,2009-03-03,3,Tuesday,3,62,10,March,3,1,2009,1,3,2009,2
20090304,2009-03-04,4,Wednesday,4,63,10,March,3,1,2009,1,3,2009,2
20090305,2009-03-05,5,Thursday,5,64,10,March,3,1,2009,1,3,2009,2
20090306,2009-03-06,6,Friday,6,65,10,March,3,1,2009,1,3,2009,2
20090307,2009-03-07,7,Saturday,7,66,10,March,3,1,2009,1,3,2009,2
20090308,2009-03-08,1,Sunday,8,67,11,March,3,1,2009,1,3,2009,2
20090309,2009-03-09,2,Monday,9,68,11,March,3,1,2009,1,3,2009,2
20090310,2009-03-10,3,Tuesday,10,69,11,March,3,1,2009,1,3,2009,2
20090311,2009-03-11,4,Wednesday,11,70,11,March,3,1,2009,1,3,2009,2
20090312,2009-03-12,5,Thursday,12,71,11,March,3,1,2009,1,3,2009,2
20090313,2009-03-13,6,Friday,13,72,11,March,3,1,2009,1,3,2009,2
20090314,2009-03-14,7,Saturday,14,73,11,March,3,1,2009,1,3,2009,2
20090315,2009-03-15,1,Sunday,15,74,12,March,3,1,2009,1,3,2009,2
20090316,2009-03-16,2,Monday,16,75,12,March,3,1,2009,1,3,2009,2
20090317,2009-03-17,3,Tuesday,17,76,12,March,3,1,2009,1,3,2009,2
20090318,2009-03-18,4,Wednesday,18,77,12,March,3,1,2009,1,3,2009,2
20090319,2009-03-19,5,Thursday,19,78,12,March,3,1,2009,1,3,2009,2
20090320,2009-03-20,6,Friday,20,79,12,March,3,1,2009,1,3,2009,2
20090321,2009-03-21,7,Saturday,21,80,12,March,3,1,2009,1,3,2009,2
20090322,2009-03-22,1,Sunday,22,81,13,March,3,1,2009,1,3,2009,2
20090323,2009-03-23,2,Monday,23,82,13,March,3,1,2009,1,3,2009,2
20090324,2009-03-24,3,Tuesday,24,83,13,March,3,1,2009,1,3,2009,2
20090325,2009-03-25,4,Wednesday,25,84,13,March,3,1,2009,1,3,2009,2
20090326,2009-03-26,5,Thursday,26,85,13,March,3,1,2009,1,3,2009,2
20090327,2009-03-27,6,Friday,27,86,13,March,3,1,2009,1,3,2009,2
20090328,2009-03-28,7,Saturday,28,87,13,March,3,1,2009,1,3,2009,2
20090329,2009-03-29,1,Sunday,29,88,14,March,3,1,2009,1,3,2009,2
20090330,2009-03-30,2,Monday,30,89,14,March,3,1,2009,1,3,2009,2
20090331,2009-03-31,3,Tuesday,31,90,14,March,3,1,2009,1,3,2009,2
20090401,2009-04-01,4,Wednesday,1,91,14,April,4,2,2009,1,4,2009,2
20090402,2009-04-02,5,Thursday,2,92,14,April,4,2,2009,1,4,2009,2
20090403,2009-04-03,6,Friday,3,93,14,April,4,2,2009,1,4,2009,2
20090404,2009-04-04,7,Saturday,4,94,14,April,4,2,2009,1,4,2009,2
20090405,2009-04-05,1,Sunday,5,95,15,April,4,2,2009,1,4,2009,2
20090406,2009-04-06,2,Monday,6,96,15,April,4,2,2009,1,4,2009,2
20090407,2009-04-07,3,Tuesday,7,97,15,April,4,2,2009,1,4,2009,2
20090408,2009-04-08,4,Wednesday,8,98,15,April,4,2,2009,1,4,2009,2
20090409,2009-04-09,5,Thursday,9,99,15,April,4,2,2009,1,4,2009,2
20090410,2009-04-10,6,Friday,10,100,15,April,4,2,2009,1,4,2009,2
20090411,2009-04-11,7,Saturday,11,101,15,April,4,2,2009,1,4,2009,2
20090412,2009-04-12,1,Sunday,12,102,16,April,4,2,2009,1,4,2009,2
20090413,2009-04-13,2,Monday,13,103,16,April,4,2,2009,1,4,2009,2
20090414,2009-04-14,3,Tuesday,14,104,16,April,4,2,2009,1,4,2009,2
20090415,2009-04-15,4,Wednesday,15,105,16,April,4,2,2009,1,4,2009,2
20090416,2009-04-16,5,Thursday,16,106,16,April,4,2,2009,1,4,2009,2
20090417,2009-04-17,6,Friday,17,107,16,April,4,2,2009,1,4,2009,2
20090418,2009-04-18,7,Saturday,18,108,16,April,4,2,2009,1,4,2009,2
20090419,2009-04-19,1,Sunday,19,109,17,April,4,2,2009,1,4,2009,2
20090420,2009-04-20,2,Monday,20,110,17,April,4,2,2009,1,4,2009,2
20090421,2009-04-21,3,Tuesday,21,111,17,April,4,2,2009,1,4,2009,2
20090422,2009-04-22,4,Wednesday,22,112,17,April,4,2,2009,1,4,2009,2
20090423,2009-04-23,5,Thursday,23,113,17,April,4,2,2009,1,4,2009,2
20090424,2009-04-24,6,Friday,24,114,17,April,4,2,2009,1,4,2009,2
20090425,2009-04-25,7,Saturday,25,115,17,April,4,2,2009,1,4,2009,2
20090426,2009-04-26,1,Sunday,26,116,18,April,4,2,2009,1,4,2009,2
20090427,2009-04-27,2,Monday,27,117,18,April,4,2,2009,1,4,2009,2
20090428,2009-04-28,3,Tuesday,28,118,18,April,4,2,2009,1,4,2009,2
20090429,2009-04-29,4,Wednesday,29,119,18,April,4,2,2009,1,4,2009,2
20090430,2009-04-30,5,Thursday,30,120,18,April,4,2,2009,1,4,2009,2
20090501,2009-05-01,6,Friday,1,121,18,May,5,2,2009,1,4,2009,2
20090502,2009-05-02,7,Saturday,2,122,18,May,5,2,2009,1,4,2009,2
20090503,2009-05-03,1,Sunday,3,123,19,May,5,2,2009,1,4,2009,2
20090504,2009-05-04,2,Monday,4,124,19,May,5,2,2009,1,4,2009,2
20090505,2009-05-05,3,Tuesday,5,125,19,May,5,2,2009,1,4,2009,2
20090506,2009-05-06,4,Wednesday,6,126,19,May,5,2,2009,1,4,2009,2
20090507,2009-05-07,5,Thursday,7,127,19,May,5,2,2009,1,4,2009,2
20090508,2009-05-08,6,Friday,8,128,19,May,5,2,2009,1,4,2009,2
20090509,2009-05-09,7,Saturday,9,129,19,May,5,2,2009,1,4,2009,2
20090510,2009-05-10,1,Sunday,10,130,20,May,5,2,2009,1,4,2009,2
20090511,2009-05-11,2,Monday,11,131,20,May,5,2,2009,1,4,2009,2
20090512,2009-05-12,3,Tuesday,12,132,20,May,5,2,2009,1,4,2009,2
20090513,2009-05-13,4,Wednesday,13,133,20,May,5,2,2009,1,4,2009,2
20090514,2009-05-14,5,Thursday,14,134,20,May,5,2,2009,1,4,2009,2
20090515,2009-05-15,6,Friday,15,135,20,May,5,2,2009,1,4,2009,2
20090516,2009-05-16,7,Saturday,16,136,20,May,5,2,2009,1,4,2009,2
20090517,2009-05-17,1,Sunday,17,137,21,May,5,2,2009,1,4,2009,2
20090518,2009-05-18,2,Monday,18,138,21,May,5,2,2009,1,4,2009,2
20090519,2009-05-19,3,Tuesday,19,139,21,May,5,2,2009,1,4,2009,2
20090520,2009-05-20,4,Wednesday,20,140,21,May,5,2,2009,1,4,2009,2
20090521,2009-05-21,5,Thursday,21,141,21,May,5,2,2009,1,4,2009,2
20090522,2009-05-22,6,Friday,22,142,21,May,5,2,2009,1,4,2009,2
20090523,2009-05-23,7,Saturday,23,143,21,May,5,2,2009,1,4,2009,2
20090524,2009-05-24,1,Sunday,24,144,22,May,5,2,2009,1,4,2009,2
20090525,2009-05-25,2,Monday,25,145,22,May,5,2,2009,1,4,2009,2
20090526,2009-05-26,3,Tuesday,26,146,22,May,5,2,2009,1,4,2009,2
20090527,2009-05-27,4,Wednesday,27,147,22,May,5,2,2009,1,4,2009,2
20090528,2009-05-28,5,Thursday,28,148,22,May,5,2,2009,1,4,2009,2
20090529,2009-05-29,6,Friday,29,149,22,May,5,2,2009,1,4,2009,2
20090530,2009-05-30,7,Saturday,30,150,22,May,5,2,2009,1,4,2009,2
20090531,2009-05-31,1,Sunday,31,151,23,May,5,2,2009,1,4,2009,2
20090601,2009-06-01,2,Monday,1,152,23,June,6,2,2009,1,4,2009,2
20090602,2009-06-02,3,Tuesday,2,153,23,June,6,2,2009,1,4,2009,2
20090603,2009-06-03,4,Wednesday,3,154,23,June,6,2,2009,1,4,2009,2
20090604,2009-06-04,5,Thursday,4,155,23,June,6,2,2009,1,4,2009,2
20090605,2009-06-05,6,Friday,5,156,23,June,6,2,2009,1,4,2009,2
20090606,2009-06-06,7,Saturday,6,157,23,June,6,2,2009,1,4,2009,2
20090607,2009-06-07,1,Sunday,7,158,24,June,6,2,2009,1,4,2009,2
20090608,2009-06-08,2,Monday,8,159,24,June,6,2,2009,1,4,2009,2
20090609,2009-06-09,3,Tuesday,9,160,24,June,6,2,2009,1,4,2009,2
20090610,2009-06-10,4,Wednesday,10,161,24,June,6,2,2009,1,4,2009,2
20090611,2009-06-11,5,Thursday,11,162,24,June,6,2,2009,1,4,2009,2
20090612,2009-06-12,6,Friday,12,163,24,June,6,2,2009,1,4,2009,2
20090613,2009-06-13,7,Saturday,13,164,24,June,6,2,2009,1,4,2009,2
20090614,2009-06-14,1,Sunday,14,165,25,June,6,2,2009,1,4,2009,2
20090615,2009-06-15,2,Monday,15,166,25,June,6,2,2009,1,4,2009,2
20090616,2009-06-16,3,Tuesday,16,167,25,June,6,2,2009,1,4,2009,2
20090617,2009-06-17,4,Wednesday,17,168,25,June,6,2,2009,1,4,2009,2
20090618,2009-06-18,5,Thursday,18,169,25,June,6,2,2009,1,4,2009,2
20090619,2009-06-19,6,Friday,19,170,25,June,6,2,2009,1,4,2009,2
20090620,2009-06-20,7,Saturday,20,171,25,June,6,2,2009,1,4,2009,2
20090621,2009-06-21,1,Sunday,21,172,26,June,6,2,2009,1,4,2009,2
20090622,2009-06-22,2,Monday,22,173,26,June,6,2,2009,1,4,2009,2
20090623,2009-06-23,3,Tuesday,23,174,26,June,6,2,2009,1,4,2009,2
20090624,2009-06-24,4,Wednesday,24,175,26,June,6,2,2009,1,4,2009,2
20090625,2009-06-25,5,Thursday,25,176,26,June,6,2,2009,1,4,2009,2
20090626,2009-06-26,6,Friday,26,177,26,June,6,2,2009,1,4,2009,2
20090627,2009-06-27,7,Saturday,27,178,26,June,6,2,2009,1,4,2009,2
20090628,2009-06-28,1,Sunday,28,179,27,June,6,2,2009,1,4,2009,2
20090629,2009-06-29,2,Monday,29,180,27,June,6,2,2009,1,4,2009,2
20090630,2009-06-30,3,Tuesday,30,181,27,June,6,2,2009,1,4,2009,2
